intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,Clim_1,Clim_2,
Tachinidae.A - Colletidae.E,0.056681008,-0.768181027,0.690695806,0.95,mode,hdi,Tachinidae.A,Colletidae.E,A,E,
Tachinidae.A - Crabronidae.A,-0.104759387,-0.591043823,0.452500717,0.95,mode,hdi,Tachinidae.A,Crabronidae.A,A,A,
Tachinidae.A - Crabronidae.B,-0.341470035,-1.153625964,0.546563864,0.95,mode,hdi,Tachinidae.A,Crabronidae.B,A,B,
Tachinidae.A - Crabronidae.C,-0.099904383,-0.596756113,0.365623481,0.95,mode,hdi,Tachinidae.A,Crabronidae.C,A,C,
Tachinidae.A - Crabronidae.D,-0.029357984,-0.746476369,0.952877419,0.95,mode,hdi,Tachinidae.A,Crabronidae.D,A,D,
Tachinidae.A - Crabronidae.E,-0.332447519,-1.182161163,0.617762976,0.95,mode,hdi,Tachinidae.A,Crabronidae.E,A,E,
Tachinidae.A - Halictidae.A,-1.340027308,-1.691049702,-1.019270554,0.95,mode,hdi,Tachinidae.A,Halictidae.A,A,A,
Tachinidae.A - Halictidae.B,-1.537232709,-2.172250325,-0.983090145,0.95,mode,hdi,Tachinidae.A,Halictidae.B,A,B,
Tachinidae.A - Halictidae.C,-0.901173841,-1.291564455,-0.410718696,0.95,mode,hdi,Tachinidae.A,Halictidae.C,A,C,
Tachinidae.A - Halictidae.D,-0.818497022,-1.347970839,-0.292272718,0.95,mode,hdi,Tachinidae.A,Halictidae.D,A,D,
Tachinidae.A - Halictidae.E,-0.656279137,-1.428069099,0.079650446,0.95,mode,hdi,Tachinidae.A,Halictidae.E,A,E,
Tachinidae.A - Megachilidae.A,-0.390649854,-0.790717661,-0.043095265,0.95,mode,hdi,Tachinidae.A,Megachilidae.A,A,A,
Tachinidae.A - Megachilidae.B,-0.653796461,-1.386171261,-0.088491596,0.95,mode,hdi,Tachinidae.A,Megachilidae.B,A,B,
Tachinidae.A - Megachilidae.C,-0.36045054,-0.798209329,0.128739988,0.95,mode,hdi,Tachinidae.A,Megachilidae.C,A,C,
Tachinidae.A - Megachilidae.D,-0.393716787,-0.911950411,0.216062585,0.95,mode,hdi,Tachinidae.A,Megachilidae.D,A,D,
Tachinidae.A - Megachilidae.E,-0.831268725,-1.445267964,-0.166636948,0.95,mode,hdi,Tachinidae.A,Megachilidae.E,A,E,
Tachinidae.A - Muscidae.A,-0.375363293,-0.731010985,-0.058073247,0.95,mode,hdi,Tachinidae.A,Muscidae.A,A,A,
Tachinidae.A - Muscidae.B,-0.473402646,-1.087621041,0.296735557,0.95,mode,hdi,Tachinidae.A,Muscidae.B,A,B,
Tachinidae.A - Muscidae.C,-0.688757308,-1.155800304,-0.238054832,0.95,mode,hdi,Tachinidae.A,Muscidae.C,A,C,
Tachinidae.A - Muscidae.D,-0.791195681,-1.369718855,-0.300489129,0.95,mode,hdi,Tachinidae.A,Muscidae.D,A,D,
Tachinidae.A - Muscidae.E,-0.720866432,-1.296149377,-0.155269661,0.95,mode,hdi,Tachinidae.A,Muscidae.E,A,E,
Tachinidae.A - Nymphalidae.A,-0.17578855,-0.562652874,0.298362488,0.95,mode,hdi,Tachinidae.A,Nymphalidae.A,A,A,
Tachinidae.A - Nymphalidae.B,-1.622028325,-2.315641468,-0.882090024,0.95,mode,hdi,Tachinidae.A,Nymphalidae.B,A,B,
Tachinidae.A - Nymphalidae.C,-0.405582195,-0.919172753,-0.015447625,0.95,mode,hdi,Tachinidae.A,Nymphalidae.C,A,C,
Tachinidae.A - Nymphalidae.D,-0.066731743,-0.741498726,0.373035738,0.95,mode,hdi,Tachinidae.A,Nymphalidae.D,A,D,
Tachinidae.A - Nymphalidae.E,-0.853275263,-1.384858482,-0.210455042,0.95,mode,hdi,Tachinidae.A,Nymphalidae.E,A,E,
Tachinidae.A - Sarcophagidae.A,-0.093162101,-0.545608668,0.253778113,0.95,mode,hdi,Tachinidae.A,Sarcophagidae.A,A,A,
Tachinidae.A - Sarcophagidae.B,-0.462772411,-1.071694635,0.190976946,0.95,mode,hdi,Tachinidae.A,Sarcophagidae.B,A,B,
Tachinidae.A - Sarcophagidae.C,-0.166592432,-0.739881044,0.25057601,0.95,mode,hdi,Tachinidae.A,Sarcophagidae.C,A,C,
Tachinidae.A - Sarcophagidae.D,-0.169215529,-0.899149179,0.594852446,0.95,mode,hdi,Tachinidae.A,Sarcophagidae.D,A,D,
Tachinidae.A - Sarcophagidae.E,-0.408012182,-1.726735392,1.145074074,0.95,mode,hdi,Tachinidae.A,Sarcophagidae.E,A,E,
Tachinidae.A - Syrphidae.A,-0.408136165,-0.703108687,-0.059058771,0.95,mode,hdi,Tachinidae.A,Syrphidae.A,A,A,
Tachinidae.A - Syrphidae.B,-0.796110557,-1.427086966,-0.244567047,0.95,mode,hdi,Tachinidae.A,Syrphidae.B,A,B,
Tachinidae.A - Syrphidae.C,-0.848451843,-1.202322906,-0.33111221,0.95,mode,hdi,Tachinidae.A,Syrphidae.C,A,C,
Tachinidae.A - Syrphidae.D,-0.5808978,-1.104635726,-0.116059789,0.95,mode,hdi,Tachinidae.A,Syrphidae.D,A,D,
Tachinidae.A - Syrphidae.E,-1.043472355,-1.573736709,-0.488874263,0.95,mode,hdi,Tachinidae.A,Syrphidae.E,A,E,
Tachinidae.B - Andrenidae.A,0.277106969,-0.370741598,0.886972231,0.95,mode,hdi,Tachinidae.B,Andrenidae.A,B,A,
Tachinidae.B - Andrenidae.B,-0.170827576,-0.603104876,0.45778306,0.95,mode,hdi,Tachinidae.B,Andrenidae.B,B,B,
Tachinidae.B - Andrenidae.C,0.253526428,-0.29769002,0.810714496,0.95,mode,hdi,Tachinidae.B,Andrenidae.C,B,C,
Tachinidae.B - Andrenidae.D,0.146815885,-0.417330601,0.783924149,0.95,mode,hdi,Tachinidae.B,Andrenidae.D,B,D,
Tachinidae.B - Andrenidae.E,0.309191701,-0.386609002,0.942823017,0.95,mode,hdi,Tachinidae.B,Andrenidae.E,B,E,
Tachinidae.B - Anthomyiidae.A,0.621583813,-0.398845201,1.562234812,0.95,mode,hdi,Tachinidae.B,Anthomyiidae.A,B,A,
Tachinidae.B - Anthomyiidae.B,0.03106263,-0.895385803,0.942129826,0.95,mode,hdi,Tachinidae.B,Anthomyiidae.B,B,B,
Tachinidae.B - Anthomyiidae.C,0.108155835,-0.438917559,0.712565284,0.95,mode,hdi,Tachinidae.B,Anthomyiidae.C,B,C,
Tachinidae.B - Anthomyiidae.D,0.490727181,-0.125308828,1.289152282,0.95,mode,hdi,Tachinidae.B,Anthomyiidae.D,B,D,
Tachinidae.B - Anthomyiidae.E,0.587501606,-0.216851983,1.192904792,0.95,mode,hdi,Tachinidae.B,Anthomyiidae.E,B,E,
Tachinidae.B - Apidae.A,-0.570386007,-1.189088537,-0.019022323,0.95,mode,hdi,Tachinidae.B,Apidae.A,B,A,
Tachinidae.B - Apidae.B,-0.676843774,-1.127750867,-0.273938819,0.95,mode,hdi,Tachinidae.B,Apidae.B,B,B,
Tachinidae.B - Apidae.C,-0.348871636,-0.897600071,0.197214195,0.95,mode,hdi,Tachinidae.B,Apidae.C,B,C,
Tachinidae.B - Apidae.D,-0.418354808,-1.019513059,0.174696264,0.95,mode,hdi,Tachinidae.B,Apidae.D,B,D,
Tachinidae.B - Apidae.E,-0.096862007,-0.723370078,0.520920118,0.95,mode,hdi,Tachinidae.B,Apidae.E,B,E,
Tachinidae.B - Bombyliidae.A,-0.046821143,-0.717259053,0.536668979,0.95,mode,hdi,Tachinidae.B,Bombyliidae.A,B,A,
Tachinidae.B - Bombyliidae.B,-0.227963995,-0.67546301,0.265212181,0.95,mode,hdi,Tachinidae.B,Bombyliidae.B,B,B,
Tachinidae.B - Bombyliidae.C,0.248024653,-0.332233118,0.81174118,0.95,mode,hdi,Tachinidae.B,Bombyliidae.C,B,C,
Tachinidae.B - Bombyliidae.D,0.38564519,-0.340054932,1.0533313,0.95,mode,hdi,Tachinidae.B,Bombyliidae.D,B,D,
Tachinidae.B - Bombyliidae.E,0.27989692,-0.399793433,0.944430337,0.95,mode,hdi,Tachinidae.B,Bombyliidae.E,B,E,
Tachinidae.B - Calliphoridae.A,0.183325384,-0.420810519,0.763252739,0.95,mode,hdi,Tachinidae.B,Calliphoridae.A,B,A,
Tachinidae.B - Calliphoridae.B,-0.104064834,-0.565071147,0.41525146,0.95,mode,hdi,Tachinidae.B,Calliphoridae.B,B,B,
Tachinidae.B - Calliphoridae.C,0.234395423,-0.363370923,0.762681981,0.95,mode,hdi,Tachinidae.B,Calliphoridae.C,B,C,
Tachinidae.B - Calliphoridae.D,0.294140624,-0.222648635,1.106800087,0.95,mode,hdi,Tachinidae.B,Calliphoridae.D,B,D,
Tachinidae.B - Calliphoridae.E,0.535633922,-0.229735639,1.180822969,0.95,mode,hdi,Tachinidae.B,Calliphoridae.E,B,E,
Tachinidae.B - Colletidae.A,0.474051022,-0.368406535,1.137202948,0.95,mode,hdi,Tachinidae.B,Colletidae.A,B,A,
Tachinidae.B - Colletidae.B,0.080361949,-0.478290445,0.683225163,0.95,mode,hdi,Tachinidae.B,Colletidae.B,B,B,
Tachinidae.B - Colletidae.C,0.174939839,-0.366307515,0.749566638,0.95,mode,hdi,Tachinidae.B,Colletidae.C,B,C,
Tachinidae.B - Colletidae.D,0.232517202,-0.470927914,0.876353934,0.95,mode,hdi,Tachinidae.B,Colletidae.D,B,D,
Tachinidae.B - Colletidae.E,0.718731674,-0.125030107,1.414813749,0.95,mode,hdi,Tachinidae.B,Colletidae.E,B,E,
Tachinidae.B - Crabronidae.A,0.692070425,-0.071172242,1.385901721,0.95,mode,hdi,Tachinidae.B,Crabronidae.A,B,A,
Tachinidae.B - Crabronidae.B,0.412222687,-0.362142432,1.165184519,0.95,mode,hdi,Tachinidae.B,Crabronidae.B,B,B,
Tachinidae.B - Crabronidae.C,0.601414615,0.032951739,1.187010937,0.95,mode,hdi,Tachinidae.B,Crabronidae.C,B,C,
Tachinidae.B - Crabronidae.D,0.836728361,-0.036175146,1.753329717,0.95,mode,hdi,Tachinidae.B,Crabronidae.D,B,D,
Tachinidae.B - Crabronidae.E,0.559202839,-0.473948633,1.422844613,0.95,mode,hdi,Tachinidae.B,Crabronidae.E,B,E,
Tachinidae.B - Halictidae.A,-0.613023388,-1.259224724,-0.074864738,0.95,mode,hdi,Tachinidae.B,Halictidae.A,B,A,
Tachinidae.B - Halictidae.B,-0.775400333,-1.227610251,-0.354410818,0.95,mode,hdi,Tachinidae.B,Halictidae.B,B,B,
Tachinidae.B - Halictidae.C,-0.149015021,-0.694820502,0.404931578,0.95,mode,hdi,Tachinidae.B,Halictidae.C,B,C,
Tachinidae.B - Halictidae.D,-0.058110054,-0.705981963,0.543426931,0.95,mode,hdi,Tachinidae.B,Halictidae.D,B,D,
Tachinidae.B - Halictidae.E,-0.02878195,-0.659144303,0.922595792,0.95,mode,hdi,Tachinidae.B,Halictidae.E,B,E,
Tachinidae.B - Megachilidae.A,0.315493178,-0.278981855,0.970008715,0.95,mode,hdi,Tachinidae.B,Megachilidae.A,B,A,
Tachinidae.B - Megachilidae.B,0.029806318,-0.459576682,0.56362489,0.95,mode,hdi,Tachinidae.B,Megachilidae.B,B,B,
Tachinidae.B - Megachilidae.C,0.415732784,-0.158877862,0.964845353,0.95,mode,hdi,Tachinidae.B,Megachilidae.C,B,C,
Tachinidae.B - Megachilidae.D,0.435930856,-0.234606292,1.083040021,0.95,mode,hdi,Tachinidae.B,Megachilidae.D,B,D,
Tachinidae.B - Megachilidae.E,-0.096856007,-0.767110757,0.557231519,0.95,mode,hdi,Tachinidae.B,Megachilidae.E,B,E,
Tachinidae.B - Muscidae.A,0.365952965,-0.249613652,0.970798398,0.95,mode,hdi,Tachinidae.B,Muscidae.A,B,A,
Tachinidae.B - Muscidae.B,0.274475726,-0.245715879,0.851805649,0.95,mode,hdi,Tachinidae.B,Muscidae.B,B,B,
Tachinidae.B - Muscidae.C,0.027738708,-0.522136255,0.600993717,0.95,mode,hdi,Tachinidae.B,Muscidae.C,B,C,
Tachinidae.B - Muscidae.D,-0.106437615,-0.756482496,0.502037534,0.95,mode,hdi,Tachinidae.B,Muscidae.D,B,D,
Tachinidae.B - Muscidae.E,-0.045251635,-0.625192692,0.633792361,0.95,mode,hdi,Tachinidae.B,Muscidae.E,B,E,
Tachinidae.B - Nymphalidae.A,0.601762158,-0.114295809,1.159395918,0.95,mode,hdi,Tachinidae.B,Nymphalidae.A,B,A,
Tachinidae.B - Nymphalidae.B,-0.867772263,-1.492069974,-0.291697487,0.95,mode,hdi,Tachinidae.B,Nymphalidae.B,B,B,
Tachinidae.B - Nymphalidae.C,0.265409308,-0.30402727,0.810057549,0.95,mode,hdi,Tachinidae.B,Nymphalidae.C,B,C,
Tachinidae.B - Nymphalidae.D,0.523097368,-0.041126978,1.230719755,0.95,mode,hdi,Tachinidae.B,Nymphalidae.D,B,D,
Tachinidae.B - Nymphalidae.E,-0.143276458,-0.766730581,0.521951136,0.95,mode,hdi,Tachinidae.B,Nymphalidae.E,B,E,
Tachinidae.B - Sarcophagidae.A,0.714239128,-0.056124499,1.238624481,0.95,mode,hdi,Tachinidae.B,Sarcophagidae.A,B,A,
Tachinidae.B - Sarcophagidae.B,0.272770015,-0.249754668,0.75021061,0.95,mode,hdi,Tachinidae.B,Sarcophagidae.B,B,B,
Tachinidae.B - Sarcophagidae.C,0.446357398,-0.110037519,1.077359619,0.95,mode,hdi,Tachinidae.B,Sarcophagidae.C,B,C,
Tachinidae.B - Sarcophagidae.D,0.531495736,-0.285516502,1.307376995,0.95,mode,hdi,Tachinidae.B,Sarcophagidae.D,B,D,
Tachinidae.B - Sarcophagidae.E,0.19684919,-1.109940837,1.744876497,0.95,mode,hdi,Tachinidae.B,Sarcophagidae.E,B,E,
Tachinidae.B - Syrphidae.A,0.331764822,-0.255261416,0.919729671,0.95,mode,hdi,Tachinidae.B,Syrphidae.A,B,A,
Tachinidae.B - Syrphidae.B,-0.122470679,-0.582422813,0.339677037,0.95,mode,hdi,Tachinidae.B,Syrphidae.B,B,B,
Tachinidae.B - Syrphidae.C,-0.006345794,-0.598108289,0.495058934,0.95,mode,hdi,Tachinidae.B,Syrphidae.C,B,C,
Tachinidae.B - Syrphidae.D,0.117158617,-0.458651842,0.727687323,0.95,mode,hdi,Tachinidae.B,Syrphidae.D,B,D,
Tachinidae.B - Syrphidae.E,-0.232121047,-0.899282534,0.319794575,0.95,mode,hdi,Tachinidae.B,Syrphidae.E,B,E,
Tachinidae.B - Tachinidae.A,0.793647243,0.08714368,1.353724811,0.95,mode,hdi,Tachinidae.B,Tachinidae.A,B,A,
Tachinidae.C - Andrenidae.A,-0.144577147,-0.554523718,0.306421634,0.95,mode,hdi,Tachinidae.C,Andrenidae.A,C,A,
Tachinidae.C - Andrenidae.B,-0.502866211,-1.095715161,0.0118028,0.95,mode,hdi,Tachinidae.C,Andrenidae.B,C,B,
Tachinidae.C - Andrenidae.C,-0.140310317,-0.390525115,0.066501502,0.95,mode,hdi,Tachinidae.C,Andrenidae.C,C,C,
Tachinidae.C - Andrenidae.D,-0.217447708,-0.583870745,0.144449432,0.95,mode,hdi,Tachinidae.C,Andrenidae.D,C,D,
Tachinidae.C - Andrenidae.E,-0.121922759,-0.707684447,0.407888115,0.95,mode,hdi,Tachinidae.C,Andrenidae.E,C,E,
Tachinidae.C - Anthomyiidae.A,0.145585693,-0.717697577,1.031678818,0.95,mode,hdi,Tachinidae.C,Anthomyiidae.A,C,A,
Tachinidae.C - Anthomyiidae.B,-0.473718435,-1.334559648,0.540011562,0.95,mode,hdi,Tachinidae.C,Anthomyiidae.B,C,B,
Tachinidae.C - Anthomyiidae.C,-0.320966499,-0.573670908,-0.054658013,0.95,mode,hdi,Tachinidae.C,Anthomyiidae.C,C,C,
Tachinidae.C - Anthomyiidae.D,0.125699845,-0.347764694,0.640960663,0.95,mode,hdi,Tachinidae.C,Anthomyiidae.D,C,D,
Tachinidae.C - Anthomyiidae.E,0.228408505,-0.413453466,0.700104391,0.95,mode,hdi,Tachinidae.C,Anthomyiidae.E,C,E,
Tachinidae.C - Apidae.A,-1.038527531,-1.336352853,-0.64001481,0.95,mode,hdi,Tachinidae.C,Apidae.A,C,A,
Tachinidae.C - Apidae.B,-1.104653218,-1.610701274,-0.663440645,0.95,mode,hdi,Tachinidae.C,Apidae.B,C,B,
Tachinidae.C - Apidae.C,-0.766188387,-0.966061858,-0.57264701,0.95,mode,hdi,Tachinidae.C,Apidae.C,C,C,
Tachinidae.C - Apidae.D,-0.821532327,-1.161945454,-0.477694553,0.95,mode,hdi,Tachinidae.C,Apidae.D,C,D,
Tachinidae.C - Apidae.E,-0.507117077,-1.015516428,-0.056930641,0.95,mode,hdi,Tachinidae.C,Apidae.E,C,E,
Tachinidae.C - Bombyliidae.A,-0.500927477,-0.897310234,-0.034220826,0.95,mode,hdi,Tachinidae.C,Bombyliidae.A,C,A,
Tachinidae.C - Bombyliidae.B,-0.627463782,-1.126382043,-0.100138319,0.95,mode,hdi,Tachinidae.C,Bombyliidae.B,C,B,
Tachinidae.C - Bombyliidae.C,-0.158268724,-0.441755485,0.101819291,0.95,mode,hdi,Tachinidae.C,Bombyliidae.C,C,C,
Tachinidae.C - Bombyliidae.D,-0.070507428,-0.570676735,0.472005651,0.95,mode,hdi,Tachinidae.C,Bombyliidae.D,C,D,
Tachinidae.C - Bombyliidae.E,-0.110865159,-0.640175056,0.456609189,0.95,mode,hdi,Tachinidae.C,Bombyliidae.E,C,E,
Tachinidae.C - Calliphoridae.A,-0.274468491,-0.629884978,0.131781343,0.95,mode,hdi,Tachinidae.C,Calliphoridae.A,C,A,
Tachinidae.C - Calliphoridae.B,-0.511557753,-1.019902449,0.076852975,0.95,mode,hdi,Tachinidae.C,Calliphoridae.B,C,B,
Tachinidae.C - Calliphoridae.C,-0.150223973,-0.42819765,0.053865343,0.95,mode,hdi,Tachinidae.C,Calliphoridae.C,C,C,
Tachinidae.C - Calliphoridae.D,-0.051749207,-0.434430362,0.461485198,0.95,mode,hdi,Tachinidae.C,Calliphoridae.D,C,D,
Tachinidae.C - Calliphoridae.E,0.047466356,-0.498282842,0.669738871,0.95,mode,hdi,Tachinidae.C,Calliphoridae.E,C,E,
Tachinidae.C - Colletidae.A,-0.047851771,-0.608102146,0.585564961,0.95,mode,hdi,Tachinidae.C,Colletidae.A,C,A,
Tachinidae.C - Colletidae.B,-0.405247766,-0.929084319,0.294633235,0.95,mode,hdi,Tachinidae.C,Colletidae.B,C,B,
Tachinidae.C - Colletidae.C,-0.209763248,-0.442541279,0.020668774,0.95,mode,hdi,Tachinidae.C,Colletidae.C,C,C,
Tachinidae.C - Colletidae.D,-0.199872327,-0.62527864,0.289492325,0.95,mode,hdi,Tachinidae.C,Colletidae.D,C,D,
Tachinidae.C - Colletidae.E,0.380310079,-0.36693791,0.973087129,0.95,mode,hdi,Tachinidae.C,Colletidae.E,C,E,
Tachinidae.C - Crabronidae.A,0.245064384,-0.272682714,0.821392692,0.95,mode,hdi,Tachinidae.C,Crabronidae.A,C,A,
Tachinidae.C - Crabronidae.B,-0.027233224,-0.819960736,0.723457725,0.95,mode,hdi,Tachinidae.C,Crabronidae.B,C,B,
Tachinidae.C - Crabronidae.C,0.183423943,-0.103053283,0.487369787,0.95,mode,hdi,Tachinidae.C,Crabronidae.C,C,C,
Tachinidae.C - Crabronidae.D,0.433838009,-0.319862855,1.200764947,0.95,mode,hdi,Tachinidae.C,Crabronidae.D,C,D,
Tachinidae.C - Crabronidae.E,0.05131868,-0.778405496,0.944741663,0.95,mode,hdi,Tachinidae.C,Crabronidae.E,C,E,
Tachinidae.C - Halictidae.A,-1.034547515,-1.383517885,-0.645357759,0.95,mode,hdi,Tachinidae.C,Halictidae.A,C,A,
Tachinidae.C - Halictidae.B,-1.183498608,-1.751437921,-0.746399835,0.95,mode,hdi,Tachinidae.C,Halictidae.B,C,B,
Tachinidae.C - Halictidae.C,-0.543888734,-0.752565282,-0.336971056,0.95,mode,hdi,Tachinidae.C,Halictidae.C,C,C,
Tachinidae.C - Halictidae.D,-0.527327689,-0.887605237,-0.138845593,0.95,mode,hdi,Tachinidae.C,Halictidae.D,C,D,
Tachinidae.C - Halictidae.E,-0.353341121,-1.004781564,0.3827669,0.95,mode,hdi,Tachinidae.C,Halictidae.E,C,E,
Tachinidae.C - Megachilidae.A,-0.057205124,-0.487308912,0.324818698,0.95,mode,hdi,Tachinidae.C,Megachilidae.A,C,A,
Tachinidae.C - Megachilidae.B,-0.335699472,-0.880655291,0.227625642,0.95,mode,hdi,Tachinidae.C,Megachilidae.B,C,B,
Tachinidae.C - Megachilidae.C,-0.000463323,-0.272132098,0.25249152,0.95,mode,hdi,Tachinidae.C,Megachilidae.C,C,C,
Tachinidae.C - Megachilidae.D,-0.016776831,-0.409359145,0.441723481,0.95,mode,hdi,Tachinidae.C,Megachilidae.D,C,D,
Tachinidae.C - Megachilidae.E,-0.548528116,-1.000888385,0.100459483,0.95,mode,hdi,Tachinidae.C,Megachilidae.E,C,E,
Tachinidae.C - Muscidae.A,-0.092355431,-0.439026383,0.339640664,0.95,mode,hdi,Tachinidae.C,Muscidae.A,C,A,
Tachinidae.C - Muscidae.B,-0.081140745,-0.721261269,0.493580574,0.95,mode,hdi,Tachinidae.C,Muscidae.B,C,B,
Tachinidae.C - Muscidae.C,-0.380445723,-0.617965061,-0.141056491,0.95,mode,hdi,Tachinidae.C,Muscidae.C,C,C,
Tachinidae.C - Muscidae.D,-0.52908603,-0.896130948,-0.125946756,0.95,mode,hdi,Tachinidae.C,Muscidae.D,C,D,
Tachinidae.C - Muscidae.E,-0.34892579,-0.818467076,0.109265146,0.95,mode,hdi,Tachinidae.C,Muscidae.E,C,E,
Tachinidae.C - Nymphalidae.A,0.152106019,-0.277736524,0.61148694,0.95,mode,hdi,Tachinidae.C,Nymphalidae.A,C,A,
Tachinidae.C - Nymphalidae.B,-1.259500024,-1.903806351,-0.621904336,0.95,mode,hdi,Tachinidae.C,Nymphalidae.B,C,B,
Tachinidae.C - Nymphalidae.C,-0.091598082,-0.33147327,0.143486375,0.95,mode,hdi,Tachinidae.C,Nymphalidae.C,C,C,
Tachinidae.C - Nymphalidae.D,0.1616018,-0.213626555,0.585594404,0.95,mode,hdi,Tachinidae.C,Nymphalidae.D,C,D,
Tachinidae.C - Nymphalidae.E,-0.521356712,-0.991129715,-0.007098031,0.95,mode,hdi,Tachinidae.C,Nymphalidae.E,C,E,
Tachinidae.C - Sarcophagidae.A,0.190030655,-0.232791398,0.618468946,0.95,mode,hdi,Tachinidae.C,Sarcophagidae.A,C,A,
Tachinidae.C - Sarcophagidae.B,-0.178581418,-0.746220855,0.370910955,0.95,mode,hdi,Tachinidae.C,Sarcophagidae.B,C,B,
Tachinidae.C - Sarcophagidae.C,0.090876086,-0.197245194,0.423229755,0.95,mode,hdi,Tachinidae.C,Sarcophagidae.C,C,C,
Tachinidae.C - Sarcophagidae.D,0.117487421,-0.476565394,0.806896827,0.95,mode,hdi,Tachinidae.C,Sarcophagidae.D,C,D,
Tachinidae.C - Sarcophagidae.E,-0.013315745,-1.453130852,1.371467619,0.95,mode,hdi,Tachinidae.C,Sarcophagidae.E,C,E,
Tachinidae.C - Syrphidae.A,-0.074913132,-0.409016263,0.318310903,0.95,mode,hdi,Tachinidae.C,Syrphidae.A,C,A,
Tachinidae.C - Syrphidae.B,-0.514689963,-1.022235962,-0.029156969,0.95,mode,hdi,Tachinidae.C,Syrphidae.B,C,B,
Tachinidae.C - Syrphidae.C,-0.441685139,-0.635869569,-0.24156127,0.95,mode,hdi,Tachinidae.C,Syrphidae.C,C,C,
Tachinidae.C - Syrphidae.D,-0.233109253,-0.607675146,0.074174829,0.95,mode,hdi,Tachinidae.C,Syrphidae.D,C,D,
Tachinidae.C - Syrphidae.E,-0.702538003,-1.132290448,-0.23644582,0.95,mode,hdi,Tachinidae.C,Syrphidae.E,C,E,
Tachinidae.C - Tachinidae.A,0.328643464,-0.110100026,0.772177795,0.95,mode,hdi,Tachinidae.C,Tachinidae.A,C,A,
Tachinidae.C - Tachinidae.B,-0.41298094,-0.960274964,0.151607697,0.95,mode,hdi,Tachinidae.C,Tachinidae.B,C,B,
Tachinidae.D - Andrenidae.A,-0.283637917,-0.825664434,0.339085941,0.95,mode,hdi,Tachinidae.D,Andrenidae.A,D,A,
Tachinidae.D - Andrenidae.B,-0.702698232,-1.381968249,-0.055943181,0.95,mode,hdi,Tachinidae.D,Andrenidae.B,D,B,
Tachinidae.D - Andrenidae.C,-0.282301162,-0.768049322,0.163148496,0.95,mode,hdi,Tachinidae.D,Andrenidae.C,D,C,
Tachinidae.D - Andrenidae.D,-0.411466497,-0.80369362,0.11504654,0.95,mode,hdi,Tachinidae.D,Andrenidae.D,D,D,
Tachinidae.D - Andrenidae.E,-0.229169932,-0.898728191,0.431731478,0.95,mode,hdi,Tachinidae.D,Andrenidae.E,D,E,
Tachinidae.D - Anthomyiidae.A,0.023549645,-0.909150494,0.958230146,0.95,mode,hdi,Tachinidae.D,Anthomyiidae.A,D,A,
Tachinidae.D - Anthomyiidae.B,-0.622738592,-1.565949821,0.443959843,0.95,mode,hdi,Tachinidae.D,Anthomyiidae.B,D,B,
Tachinidae.D - Anthomyiidae.C,-0.426719484,-0.922844115,0.006083932,0.95,mode,hdi,Tachinidae.D,Anthomyiidae.C,D,C,
Tachinidae.D - Anthomyiidae.D,-0.010254898,-0.605377234,0.557325508,0.95,mode,hdi,Tachinidae.D,Anthomyiidae.D,D,D,
Tachinidae.D - Anthomyiidae.E,0.045102264,-0.681602877,0.651664865,0.95,mode,hdi,Tachinidae.D,Anthomyiidae.E,D,E,
Tachinidae.D - Apidae.A,-1.123190918,-1.661516469,-0.637014979,0.95,mode,hdi,Tachinidae.D,Apidae.A,D,A,
Tachinidae.D - Apidae.B,-1.247800063,-1.848816335,-0.648635949,0.95,mode,hdi,Tachinidae.D,Apidae.B,D,B,
Tachinidae.D - Apidae.C,-0.969050861,-1.349670242,-0.461842144,0.95,mode,hdi,Tachinidae.D,Apidae.C,D,C,
Tachinidae.D - Apidae.D,-0.948906033,-1.404570126,-0.537543264,0.95,mode,hdi,Tachinidae.D,Apidae.D,D,D,
Tachinidae.D - Apidae.E,-0.691112541,-1.281759844,-0.109891121,0.95,mode,hdi,Tachinidae.D,Apidae.E,D,E,
Tachinidae.D - Bombyliidae.A,-0.635623792,-1.209714129,-0.059635574,0.95,mode,hdi,Tachinidae.D,Bombyliidae.A,D,A,
Tachinidae.D - Bombyliidae.B,-0.809349616,-1.385841309,-0.158988671,0.95,mode,hdi,Tachinidae.D,Bombyliidae.B,D,B,
Tachinidae.D - Bombyliidae.C,-0.283539469,-0.792830106,0.153349961,0.95,mode,hdi,Tachinidae.D,Bombyliidae.C,D,C,
Tachinidae.D - Bombyliidae.D,-0.148152052,-0.761153757,0.409943539,0.95,mode,hdi,Tachinidae.D,Bombyliidae.D,D,D,
Tachinidae.D - Bombyliidae.E,-0.319484846,-0.940581603,0.383415077,0.95,mode,hdi,Tachinidae.D,Bombyliidae.E,D,E,
Tachinidae.D - Calliphoridae.A,-0.454043482,-0.924656522,0.124330882,0.95,mode,hdi,Tachinidae.D,Calliphoridae.A,D,A,
Tachinidae.D - Calliphoridae.B,-0.730945822,-1.29428417,-0.016897703,0.95,mode,hdi,Tachinidae.D,Calliphoridae.B,D,B,
Tachinidae.D - Calliphoridae.C,-0.368004364,-0.767329167,0.168708903,0.95,mode,hdi,Tachinidae.D,Calliphoridae.C,D,C,
Tachinidae.D - Calliphoridae.D,-0.183132995,-0.667515605,0.377714888,0.95,mode,hdi,Tachinidae.D,Calliphoridae.D,D,D,
