"","intera",".value",".lower",".upper",".width",".point",".interval","group1","group2"
"7843","Eulophidae.C - Curculionidae.E",-0.145780401163194,-2.6877796355033,2.33477810011768,0.95,"mode","hdi","Eulophidae.C","Curculionidae.E"
"7844","Eulophidae.D - Curculionidae.E",0.0173226112695755,-2.50886345748949,2.52442563234125,0.95,"mode","hdi","Eulophidae.D","Curculionidae.E"
"7845","Eulophidae.E - Curculionidae.E",-0.129146416985886,-2.74823646864647,2.26115910349786,0.95,"mode","hdi","Eulophidae.E","Curculionidae.E"
"7846","Fanniidae.A - Curculionidae.E",0.850792615429307,-0.502564709289483,2.84856976572318,0.95,"mode","hdi","Fanniidae.A","Curculionidae.E"
"7847","Fanniidae.B - Curculionidae.E",0.300958476558225,-2.10629414204336,2.7343989711997,0.95,"mode","hdi","Fanniidae.B","Curculionidae.E"
"7848","Fanniidae.C - Curculionidae.E",-0.0542603975143665,-1.47565507806,2.22453080022368,0.95,"mode","hdi","Fanniidae.C","Curculionidae.E"
"7849","Fanniidae.D - Curculionidae.E",-0.0574693850451182,-1.65797192751474,2.11030476976382,0.95,"mode","hdi","Fanniidae.D","Curculionidae.E"
"7850","Fanniidae.E - Curculionidae.E",0.00948337093970242,-2.45705045948581,2.47198872747509,0.95,"mode","hdi","Fanniidae.E","Curculionidae.E"
"7851","Halictidae.A - Curculionidae.E",2.0682364053354,0.742002663868689,4.00677067468798,0.95,"mode","hdi","Halictidae.A","Curculionidae.E"
"7852","Halictidae.B - Curculionidae.E",1.74582014899148,0.373447322082967,3.7217343964901,0.95,"mode","hdi","Halictidae.B","Curculionidae.E"
"7853","Halictidae.C - Curculionidae.E",1.36447400895961,0.0598470849475685,3.35275747472663,0.95,"mode","hdi","Halictidae.C","Curculionidae.E"
"7854","Halictidae.D - Curculionidae.E",1.26250747047682,-0.184756718906639,3.24316396319612,0.95,"mode","hdi","Halictidae.D","Curculionidae.E"
"7855","Halictidae.E - Curculionidae.E",0.964402404810508,-0.690350389502807,3.13343633098924,0.95,"mode","hdi","Halictidae.E","Curculionidae.E"
"7856","Hesperiidae.A - Curculionidae.E",0.842692810578233,-0.574537007909363,2.7538978350527,0.95,"mode","hdi","Hesperiidae.A","Curculionidae.E"
"7857","Hesperiidae.B - Curculionidae.E",0.796027165632165,-1.01198370680443,2.85813139986372,0.95,"mode","hdi","Hesperiidae.B","Curculionidae.E"
"7858","Hesperiidae.C - Curculionidae.E",0.239189587604624,-1.1413778541153,2.20964969770803,0.95,"mode","hdi","Hesperiidae.C","Curculionidae.E"
"7859","Hesperiidae.D - Curculionidae.E",0.250289479573264,-1.30484057456628,2.26419061703928,0.95,"mode","hdi","Hesperiidae.D","Curculionidae.E"
"7860","Hesperiidae.E - Curculionidae.E",0.362262033266207,-1.53406187119886,2.37836168374789,0.95,"mode","hdi","Hesperiidae.E","Curculionidae.E"
"7861","Hybotidae.A - Curculionidae.E",0.24606300201937,-1.90763728870027,2.33617381093794,0.95,"mode","hdi","Hybotidae.A","Curculionidae.E"
"7862","Hybotidae.B - Curculionidae.E",0.457795759067309,-1.20238471617809,2.48529436189063,0.95,"mode","hdi","Hybotidae.B","Curculionidae.E"
"7863","Hybotidae.C - Curculionidae.E",-0.202632462143591,-1.91066440416449,1.83305303354084,0.95,"mode","hdi","Hybotidae.C","Curculionidae.E"
"7864","Hybotidae.D - Curculionidae.E",-0.0804781164534454,-2.71860502593504,2.3060762784042,0.95,"mode","hdi","Hybotidae.D","Curculionidae.E"
"7865","Hybotidae.E - Curculionidae.E",-0.0692609735076379,-2.74152062672593,2.34436364827116,0.95,"mode","hdi","Hybotidae.E","Curculionidae.E"
"7866","Ichneumonidae.A - Curculionidae.E",0.228043316720219,-1.3696709857327,2.32810520263575,0.95,"mode","hdi","Ichneumonidae.A","Curculionidae.E"
"7867","Ichneumonidae.B - Curculionidae.E",-0.0165426085004716,-2.07939775291629,2.20056815308727,0.95,"mode","hdi","Ichneumonidae.B","Curculionidae.E"
"7868","Ichneumonidae.C - Curculionidae.E",0.117314972262695,-1.06951150100643,2.29322103462554,0.95,"mode","hdi","Ichneumonidae.C","Curculionidae.E"
"7869","Ichneumonidae.D - Curculionidae.E",0.0551177908816465,-2.08414276184872,2.24989062271358,0.95,"mode","hdi","Ichneumonidae.D","Curculionidae.E"
"7870","Ichneumonidae.E - Curculionidae.E",0.80415600727392,-0.677984447148074,2.81188395903218,0.95,"mode","hdi","Ichneumonidae.E","Curculionidae.E"
"7871","Lycaenidae.A - Curculionidae.E",0.829818350629006,-0.594140837539805,2.73077722901141,0.95,"mode","hdi","Lycaenidae.A","Curculionidae.E"
"7872","Lycaenidae.B - Curculionidae.E",1.01546187803345,-0.748778045292779,3.04256897263465,0.95,"mode","hdi","Lycaenidae.B","Curculionidae.E"
"7873","Lycaenidae.C - Curculionidae.E",0.425936589845796,-1.00436078620564,2.29720909567369,0.95,"mode","hdi","Lycaenidae.C","Curculionidae.E"
"7874","Lycaenidae.D - Curculionidae.E",0.369805462425349,-1.18002763548693,2.35293717079362,0.95,"mode","hdi","Lycaenidae.D","Curculionidae.E"
"7875","Lycaenidae.E - Curculionidae.E",0.193700420701453,-1.18519013634069,2.33359493651757,0.95,"mode","hdi","Lycaenidae.E","Curculionidae.E"
"7876","Megachilidae.A - Curculionidae.E",1.08897645822831,-0.274266989789547,3.02308065070907,0.95,"mode","hdi","Megachilidae.A","Curculionidae.E"
"7877","Megachilidae.B - Curculionidae.E",0.901921563605617,-0.231713567790798,3.2017829185098,0.95,"mode","hdi","Megachilidae.B","Curculionidae.E"
"7878","Megachilidae.C - Curculionidae.E",0.746839607534004,-0.631573785151488,2.68487258993689,0.95,"mode","hdi","Megachilidae.C","Curculionidae.E"
"7879","Megachilidae.D - Curculionidae.E",0.623709727895442,-0.802234798598562,2.71065998347209,0.95,"mode","hdi","Megachilidae.D","Curculionidae.E"
"7880","Megachilidae.E - Curculionidae.E",1.67857898175966,0.402241780187351,3.83941672678036,0.95,"mode","hdi","Megachilidae.E","Curculionidae.E"
"7881","Melyridae.A - Curculionidae.E",0.370689994131099,-1.00116855596991,2.43618001159623,0.95,"mode","hdi","Melyridae.A","Curculionidae.E"
"7882","Melyridae.B - Curculionidae.E",1.0579621423289,-0.278064687595654,3.13763046837237,0.95,"mode","hdi","Melyridae.B","Curculionidae.E"
"7883","Melyridae.C - Curculionidae.E",0.0940871604932676,-1.27724152479958,2.09245628295684,0.95,"mode","hdi","Melyridae.C","Curculionidae.E"
"7884","Melyridae.D - Curculionidae.E",-0.166594709018589,-2.81247909151605,2.11006453309352,0.95,"mode","hdi","Melyridae.D","Curculionidae.E"
"7885","Melyridae.E - Curculionidae.E",0.428861096602855,-1.82018309361977,3.08982841617679,0.95,"mode","hdi","Melyridae.E","Curculionidae.E"
"7886","Muscidae.A - Curculionidae.E",1.28710351585619,0.00300778471959351,3.29980174468454,0.95,"mode","hdi","Muscidae.A","Curculionidae.E"
"7887","Muscidae.B - Curculionidae.E",0.67616678582151,-0.778061711268534,2.70242282204059,0.95,"mode","hdi","Muscidae.B","Curculionidae.E"
"7888","Muscidae.C - Curculionidae.E",0.880952538069716,-0.534300874946558,2.81817506409267,0.95,"mode","hdi","Muscidae.C","Curculionidae.E"
"7889","Muscidae.D - Curculionidae.E",1.04170532564491,-0.319234759069495,3.11575643587074,0.95,"mode","hdi","Muscidae.D","Curculionidae.E"
"7890","Muscidae.E - Curculionidae.E",2.17162229819041,0.893891413326379,4.17946712315732,0.95,"mode","hdi","Muscidae.E","Curculionidae.E"
"7891","Noctuidae.A - Curculionidae.E",0.563435487407682,-0.850404058962195,2.72941385253318,0.95,"mode","hdi","Noctuidae.A","Curculionidae.E"
"7892","Noctuidae.B - Curculionidae.E",0.88748044823024,-1.17316097015621,3.01874864440338,0.95,"mode","hdi","Noctuidae.B","Curculionidae.E"
"7893","Noctuidae.C - Curculionidae.E",0.0703817019100828,-1.25106082671118,2.10442278687176,0.95,"mode","hdi","Noctuidae.C","Curculionidae.E"
"7894","Noctuidae.D - Curculionidae.E",0.298374519049241,-1.31749596648535,2.33019799825043,0.95,"mode","hdi","Noctuidae.D","Curculionidae.E"
"7895","Noctuidae.E - Curculionidae.E",0.797754710550937,-0.588335485385777,2.85856230269686,0.95,"mode","hdi","Noctuidae.E","Curculionidae.E"
"7896","Nymphalidae.A - Curculionidae.E",0.615316707418097,-0.575472329480978,2.77768231270382,0.95,"mode","hdi","Nymphalidae.A","Curculionidae.E"
"7897","Nymphalidae.B - Curculionidae.E",0.844667612145916,-0.947972087056974,2.85711250389019,0.95,"mode","hdi","Nymphalidae.B","Curculionidae.E"
"7898","Nymphalidae.C - Curculionidae.E",0.369441276022608,-0.966290843497896,2.36777513766702,0.95,"mode","hdi","Nymphalidae.C","Curculionidae.E"
"7899","Nymphalidae.D - Curculionidae.E",0.666770330963043,-0.716599183240195,2.74836981162443,0.95,"mode","hdi","Nymphalidae.D","Curculionidae.E"
"7900","Nymphalidae.E - Curculionidae.E",0.855760444619028,-0.513237529110051,2.88809770610346,0.95,"mode","hdi","Nymphalidae.E","Curculionidae.E"
"7901","Pieridae.A - Curculionidae.E",0.815060768431599,-0.704801656281274,2.7917611439813,0.95,"mode","hdi","Pieridae.A","Curculionidae.E"
"7902","Pieridae.B - Curculionidae.E",0.667146900092902,-0.704825085664354,2.73723939967646,0.95,"mode","hdi","Pieridae.B","Curculionidae.E"
"7903","Pieridae.C - Curculionidae.E",0.225867524215926,-1.02319226572342,2.29232675047531,0.95,"mode","hdi","Pieridae.C","Curculionidae.E"
"7904","Pieridae.D - Curculionidae.E",0.123070457632044,-1.2331091200848,2.28175650847106,0.95,"mode","hdi","Pieridae.D","Curculionidae.E"
"7905","Pieridae.E - Curculionidae.E",0.627134020063045,-0.83104095760642,2.56627364099737,0.95,"mode","hdi","Pieridae.E","Curculionidae.E"
"7906","Sarcophagidae.A - Curculionidae.E",0.807683555914335,-0.42778711252956,2.86576480246568,0.95,"mode","hdi","Sarcophagidae.A","Curculionidae.E"
"7907","Sarcophagidae.B - Curculionidae.E",0.916645613553717,-0.425688908990065,2.95670990953409,0.95,"mode","hdi","Sarcophagidae.B","Curculionidae.E"
"7908","Sarcophagidae.C - Curculionidae.E",0.0766458436448159,-1.23457424010256,2.10715122086675,0.95,"mode","hdi","Sarcophagidae.C","Curculionidae.E"
"7909","Sarcophagidae.D - Curculionidae.E",0.12231439258361,-1.42708189791494,2.35262144874722,0.95,"mode","hdi","Sarcophagidae.D","Curculionidae.E"
"7910","Sarcophagidae.E - Curculionidae.E",0.678062247300375,-1.6643422781298,3.11376412013861,0.95,"mode","hdi","Sarcophagidae.E","Curculionidae.E"
"7911","Sphecidae.A - Curculionidae.E",0.409240477663186,-0.984256548645737,2.5557299807893,0.95,"mode","hdi","Sphecidae.A","Curculionidae.E"
"7912","Sphecidae.B - Curculionidae.E",0.596865664125063,-0.89995318803723,2.78884968352407,0.95,"mode","hdi","Sphecidae.B","Curculionidae.E"
"7913","Sphecidae.C - Curculionidae.E",-0.0203286180971967,-1.43866639735393,1.95424588994655,0.95,"mode","hdi","Sphecidae.C","Curculionidae.E"
"7914","Sphecidae.D - Curculionidae.E",-0.136071895318903,-2.22566805384687,1.99978333201189,0.95,"mode","hdi","Sphecidae.D","Curculionidae.E"
"7915","Sphecidae.E - Curculionidae.E",1.39050419366085,-0.951833023165465,3.789363984395,0.95,"mode","hdi","Sphecidae.E","Curculionidae.E"
"7916","Syrphidae.A - Curculionidae.E",1.72631828483255,0.386152204628572,3.65412758680909,0.95,"mode","hdi","Syrphidae.A","Curculionidae.E"
"7917","Syrphidae.B - Curculionidae.E",0.984169422819342,-0.155255000153728,3.20768986950705,0.95,"mode","hdi","Syrphidae.B","Curculionidae.E"
"7918","Syrphidae.C - Curculionidae.E",2.00653944388337,0.658541400142131,3.94091895747433,0.95,"mode","hdi","Syrphidae.C","Curculionidae.E"
"7919","Syrphidae.D - Curculionidae.E",2.94557843589543,1.51592530969698,4.82775968966454,0.95,"mode","hdi","Syrphidae.D","Curculionidae.E"
"7920","Syrphidae.E - Curculionidae.E",1.6928013452333,0.330788484752843,3.6387390977596,0.95,"mode","hdi","Syrphidae.E","Curculionidae.E"
"7921","Tachinidae.A - Curculionidae.E",0.944700868067185,-0.530510154745186,2.79433364116969,0.95,"mode","hdi","Tachinidae.A","Curculionidae.E"
"7922","Tachinidae.B - Curculionidae.E",0.960736521906983,-0.40324831689686,3.03323690879293,0.95,"mode","hdi","Tachinidae.B","Curculionidae.E"
"7923","Tachinidae.C - Curculionidae.E",0.729325765201518,-0.483786027712146,2.78403605172638,0.95,"mode","hdi","Tachinidae.C","Curculionidae.E"
"7924","Tachinidae.D - Curculionidae.E",0.31731799008335,-1.05326546330389,2.49362128544483,0.95,"mode","hdi","Tachinidae.D","Curculionidae.E"
"7925","Tachinidae.E - Curculionidae.E",0.529325731426877,-0.915684843911188,2.5792893074415,0.95,"mode","hdi","Tachinidae.E","Curculionidae.E"
"7926","Vespidae.A - Curculionidae.E",1.06784762207009,-0.225253337299217,3.04453554313222,0.95,"mode","hdi","Vespidae.A","Curculionidae.E"
"7927","Vespidae.B - Curculionidae.E",0.837480914484816,-0.65871540500883,2.8700999779507,0.95,"mode","hdi","Vespidae.B","Curculionidae.E"
"7928","Vespidae.C - Curculionidae.E",0.366687605284695,-0.869019080320348,2.43899007374584,0.95,"mode","hdi","Vespidae.C","Curculionidae.E"
"7929","Vespidae.D - Curculionidae.E",0.564178540362084,-1.13688370716272,2.77020775143974,0.95,"mode","hdi","Vespidae.D","Curculionidae.E"
"7930","Vespidae.E - Curculionidae.E",0.657530044796438,-0.990565392771885,2.70434602852302,0.95,"mode","hdi","Vespidae.E","Curculionidae.E"
"7931","Eulophidae.B - Eulophidae.A",0.186970889943425,-1.04735136424443,1.891486999298,0.95,"mode","hdi","Eulophidae.B","Eulophidae.A"
"7932","Eulophidae.C - Eulophidae.A",-0.592498939295226,-2.81323978494583,1.33006129380347,0.95,"mode","hdi","Eulophidae.C","Eulophidae.A"
"7933","Eulophidae.D - Eulophidae.A",-0.556334012660763,-2.70623575394149,1.52317465848666,0.95,"mode","hdi","Eulophidae.D","Eulophidae.A"
"7934","Eulophidae.E - Eulophidae.A",-0.473066923730157,-2.85356521086171,1.38511456742087,0.95,"mode","hdi","Eulophidae.E","Eulophidae.A"
"7935","Fanniidae.A - Eulophidae.A",0.327159450523264,-0.890625280118516,1.91821298444328,0.95,"mode","hdi","Fanniidae.A","Eulophidae.A"
"7936","Fanniidae.B - Eulophidae.A",0.0348680599446425,-2.40294297922871,2.07873639792543,0.95,"mode","hdi","Fanniidae.B","Eulophidae.A"
"7937","Fanniidae.C - Eulophidae.A",-0.469327560958539,-1.91645839379555,1.26323680738148,0.95,"mode","hdi","Fanniidae.C","Eulophidae.A"
"7938","Fanniidae.D - Eulophidae.A",-0.393586045015323,-1.97438249840486,1.31081353172051,0.95,"mode","hdi","Fanniidae.D","Eulophidae.A"
"7939","Fanniidae.E - Eulophidae.A",-0.426316559828656,-2.8188727959085,1.60810486522991,0.95,"mode","hdi","Fanniidae.E","Eulophidae.A"
"7940","Halictidae.A - Eulophidae.A",1.60781461366509,0.441902071300351,3.11871599496256,0.95,"mode","hdi","Halictidae.A","Eulophidae.A"
"7941","Halictidae.B - Eulophidae.A",1.17646732818051,0.0553979340716655,2.83872285867718,0.95,"mode","hdi","Halictidae.B","Eulophidae.A"
"7942","Halictidae.C - Eulophidae.A",0.874320630633288,-0.171416126347675,2.56728932877163,0.95,"mode","hdi","Halictidae.C","Eulophidae.A"
"7943","Halictidae.D - Eulophidae.A",0.71203465703309,-0.454924163178623,2.41999206499247,0.95,"mode","hdi","Halictidae.D","Eulophidae.A"
"7944","Halictidae.E - Eulophidae.A",0.446998291513552,-1.01729577968425,2.19588500005453,0.95,"mode","hdi","Halictidae.E","Eulophidae.A"
"7945","Hesperiidae.A - Eulophidae.A",0.328135568217533,-0.845106716395418,1.9184498463988,0.95,"mode","hdi","Hesperiidae.A","Eulophidae.A"
"7946","Hesperiidae.B - Eulophidae.A",0.287761461554278,-1.33730502192331,2.02865354700009,0.95,"mode","hdi","Hesperiidae.B","Eulophidae.A"
"7947","Hesperiidae.C - Eulophidae.A",-0.272398341498704,-1.54196108931822,1.287644994947,0.95,"mode","hdi","Hesperiidae.C","Eulophidae.A"
"7948","Hesperiidae.D - Eulophidae.A",-0.334571275510051,-1.57603688414302,1.4327025604081,0.95,"mode","hdi","Hesperiidae.D","Eulophidae.A"
"7949","Hesperiidae.E - Eulophidae.A",-0.234819284349749,-1.79794428822128,1.58648125781514,0.95,"mode","hdi","Hesperiidae.E","Eulophidae.A"
"7950","Hybotidae.A - Eulophidae.A",-0.340182910109839,-2.25197085265583,1.46546939235655,0.95,"mode","hdi","Hybotidae.A","Eulophidae.A"
"7951","Hybotidae.B - Eulophidae.A",-0.147684211566346,-1.57556686483083,1.60933265736543,0.95,"mode","hdi","Hybotidae.B","Eulophidae.A"
"7952","Hybotidae.C - Eulophidae.A",-0.709262843592782,-2.37976341721071,0.875641948540498,0.95,"mode","hdi","Hybotidae.C","Eulophidae.A"
"7953","Hybotidae.D - Eulophidae.A",-0.632448297935856,-3.29605632612918,1.39405085533557,0.95,"mode","hdi","Hybotidae.D","Eulophidae.A"
"7954","Hybotidae.E - Eulophidae.A",-0.393280670560651,-3.10077705474558,1.52072906399257,0.95,"mode","hdi","Hybotidae.E","Eulophidae.A"
"7955","Ichneumonidae.A - Eulophidae.A",-0.10276185821477,-1.68055080905733,1.4681123203611,0.95,"mode","hdi","Ichneumonidae.A","Eulophidae.A"
"7956","Ichneumonidae.B - Eulophidae.A",-0.463386595669279,-2.35387345151271,1.43866277705413,0.95,"mode","hdi","Ichneumonidae.B","Eulophidae.A"
"7957","Ichneumonidae.C - Eulophidae.A",-0.379052558008488,-1.56119594117716,1.27358493553794,0.95,"mode","hdi","Ichneumonidae.C","Eulophidae.A"
"7958","Ichneumonidae.D - Eulophidae.A",-0.482979059687368,-2.18681474508588,1.64900031844793,0.95,"mode","hdi","Ichneumonidae.D","Eulophidae.A"
"7959","Ichneumonidae.E - Eulophidae.A",0.296670170923001,-1.02005948530609,2.00656147451685,0.95,"mode","hdi","Ichneumonidae.E","Eulophidae.A"
"7960","Lycaenidae.A - Eulophidae.A",0.291723702549181,-0.91655674624436,1.82909438149132,0.95,"mode","hdi","Lycaenidae.A","Eulophidae.A"
"7961","Lycaenidae.B - Eulophidae.A",0.644150847601942,-1.01596351482138,2.26599536572996,0.95,"mode","hdi","Lycaenidae.B","Eulophidae.A"
"7962","Lycaenidae.C - Eulophidae.A",-0.111233847113895,-1.35583183820763,1.42602732885238,0.95,"mode","hdi","Lycaenidae.C","Eulophidae.A"
"7963","Lycaenidae.D - Eulophidae.A",-0.195314311555019,-1.53386598624729,1.46733622456337,0.95,"mode","hdi","Lycaenidae.D","Eulophidae.A"
"7964","Lycaenidae.E - Eulophidae.A",-0.171942700515054,-1.531151681137,1.48295426284705,0.95,"mode","hdi","Lycaenidae.E","Eulophidae.A"
"7965","Megachilidae.A - Eulophidae.A",0.647651649319937,-0.55244047385991,2.15405370701939,0.95,"mode","hdi","Megachilidae.A","Eulophidae.A"
"7966","Megachilidae.B - Eulophidae.A",0.691760895306581,-0.537642346483378,2.35510005860286,0.95,"mode","hdi","Megachilidae.B","Eulophidae.A"
"7967","Megachilidae.C - Eulophidae.A",0.275071101477534,-0.990463597370983,1.78347180294892,0.95,"mode","hdi","Megachilidae.C","Eulophidae.A"
"7968","Megachilidae.D - Eulophidae.A",0.226255774929375,-1.08338214044469,1.91589221495015,0.95,"mode","hdi","Megachilidae.D","Eulophidae.A"
"7969","Megachilidae.E - Eulophidae.A",1.24169503559516,0.0151376182095762,2.95655753416694,0.95,"mode","hdi","Megachilidae.E","Eulophidae.A"
"7970","Melyridae.A - Eulophidae.A",0.0343795152243254,-1.31689951715789,1.4991996041593,0.95,"mode","hdi","Melyridae.A","Eulophidae.A"
"7971","Melyridae.B - Eulophidae.A",0.850498267402366,-0.430616754610569,2.42904846775585,0.95,"mode","hdi","Melyridae.B","Eulophidae.A"
"7972","Melyridae.C - Eulophidae.A",-0.340409674938854,-1.59060492797056,1.25441120735521,0.95,"mode","hdi","Melyridae.C","Eulophidae.A"
"7973","Melyridae.D - Eulophidae.A",-0.573807787993637,-3.08174838566644,1.45516099069032,0.95,"mode","hdi","Melyridae.D","Eulophidae.A"
"7974","Melyridae.E - Eulophidae.A",0.225298690712243,-2.21529499104292,2.27689112932537,0.95,"mode","hdi","Melyridae.E","Eulophidae.A"
"7975","Muscidae.A - Eulophidae.A",0.902145979347469,-0.333477169256263,2.35996905666289,0.95,"mode","hdi","Muscidae.A","Eulophidae.A"
"7976","Muscidae.B - Eulophidae.A",0.212587335894858,-1.01403842913647,1.89219268939207,0.95,"mode","hdi","Muscidae.B","Eulophidae.A"
"7977","Muscidae.C - Eulophidae.A",0.338761451534495,-0.903227292018854,1.89591468435662,0.95,"mode","hdi","Muscidae.C","Eulophidae.A"
"7978","Muscidae.D - Eulophidae.A",0.769852195804864,-0.532370953033244,2.3467589338727,0.95,"mode","hdi","Muscidae.D","Eulophidae.A"
